51,75.09,80.23
55,88.42,80.42
63,52.87,79.05
70.29,45.07,80.15
72.26,88.42,80.42
73.71,75.09,80.23
76.69,38.39,80.07
80.17,45.88,80.49
82.67,105.81,80.38
83.65,75.02,79.2
84.23,52.87,79.05
85.12,47.23,78.66
85.12,47.23,78.17
85.12,44,77.75
89.35,114.04,84.57
89.95,37.86,84.38
90.63,37.56,83.93
91.1,39.24,83.35
91.92,11.29,86.52
92.09,11.06,86.56
92.71,11.82,86.71
92.97,12.65,86.78
93.53,21.62,86.86
94.05,32.69,86.82
94.29,25.24,86.75
94.54,20.1,86.78
94.79,16.62,86.94
95.61,34.61,86.94
96.19,42.74,87.09
96.81,33.56,87.17
97.61,44.26,87.28
98.54,55.57,87.28
99.67,22.27,87.39
99.9,18.75,87.39
100.08,15.61,87.43
100.27,13.58,87.47
100.53,13.52,87.51
101.3,15.39,87.7
101.54,15.06,87.74
101.96,19.26,87.7
102.31,20.17,87.74
102.72,22.26,87.74
103.13,24.62,87.85
103.38,21.31,87.93
103.6,18.11,87.89
103.87,17.14,87.93
104.06,14.67,88
104.32,14.02,88.04
104.59,15.04,88.08
104.84,14.6,88.12
105.33,15.31,88.39
105.73,17.83,88.27
105.93,15.57,88.27
106.06,18.77,88.27
106.3,15.08,88.35
106.71,11.89,88.42
107.15,16.51,88.54
108.05,26.78,88.65
109.17,23.17,88.88
109.37,17.44,88.92
109.56,14.51,88.92
109.74,12.98,88.92
109.91,11.75,89
110.09,11.36,89
110.94,7.64,89.19
110.94,7.64,89.38
111.37,21.15,89.38
111.43,15.46,89.49
111.56,12.96,89.49
111.68,11.5,89.57
111.82,9.29,89.49
111.99,10.58,89.49
112.15,8.59,89.53
112.46,10.26,89.57
112.65,11.45,89.64
112.85,12.26,89.68
113.06,13.1,89.76
113.22,13.16,89.8
113.68,16.69,89.8
113.68,16.69,89.8
113.68,16.69,89.83
114.32,18.25,89.83
114.36,12.61,89.99
114.91,24.44,89.99
116.21,143.74,90.14
116.97,51.51,90.02
117.32,32.5,90.18
117.55,23.31,90.14
117.76,18.16,90.18
118,15.34,90.22
118.25,13.97,90.25
118.52,14.56,90.25
118.76,15.07,90.29
118.97,14.5,90.29
119.18,14.15,90.25
119.38,13.6,90.22
119.61,12.88,90.14
119.9,13.65,90.1
120.27,16.44,90.18
120.56,18.55,90.18
120.8,18.35,90.18
120.97,15.9,90.18
121.18,14.15,90.22
121.34,12.92,90.25
121.57,11.94,90.33
122.23,16.03,91.4
123.28,69.05,91.02
124.18,56.26,91.32
124.68,36.3,91.63
125.11,28.47,91.7
125.67,28.95,91.78
126.18,32.17,91.89
126.7,31.29,91.97
127.62,27.77,92.08
128.06,26.5,92.2
128.41,23.44,92.27
128.84,23.29,92.35
129.27,26.13,92.43
129.64,24.1,92.54
130.05,24.1,92.66
130.44,23.14,92.77
130.84,23.78,92.85
131.23,25.03,92.96
131.58,22.49,93
131.95,22.25,93.04
132.28,20.79,93.11
132.65,20.92,93.23
133.1,23.15,93.3
133.72,32.75,93.46
134.21,32.74,93.57
134.79,32.44,93.61
134.81,32.13,93.72
134.91,32.75,91.82
135.22,27.33,93
135.39,20.92,93.46
135.49,16.54,93.38
135.57,12,93.53
135.57,10,93.53
135.66,8.29,93.57
135.97,6.83,93.72
136.05,6.13,93.8
136.67,4.36,94.71
138.23,15.12,95.66
138.27,15.52,95.66
139.28,16.53,95.7
140.35,27.36,95.62
141.36,115.33,96.66
142.37,118.41,96.66
143.42,111.18,96.7
144.43,98.54,97.62
145.44,53.23,97.66
146.45,23.84,97.66
147.46,19.37,97.66
148.47,48.03,98.62
149.48,40.65,98.66
150.49,57.49,98.66
151.5,58.55,98.66
152.53,52.43,98.62
153.54,35.28,99.7
154.55,21.86,98.62
154.55,21.86,98.54
155.56,32.26,98.41
156.56,36.39,98.53
157.57,22.02,98.56
158.58,49,98.6
159.63,211.22,98.6
160.68,163.55,98.53
161.74,189.99,98.53
162.74,82.7,98.53
163.75,56.68,98.53
164.76,56.62,97.96
165.77,55.74,98.41
166.78,59.65,98.6
167.79,57.78,98.79
168.8,58.59,98.83
169.81,59.62,98.76
176,62.65,98.72
177.05,156.53,98.87
178.08,122.13,99.1
179.09,119.69,99.18
180.2,201.49,99.21
181.25,157.28,99.25
182.26,124.1,99.18
183.33,44.1,99.9
184.34,70.86,99.98
185.35,66.77,100.05
186.36,68.18,100.17
187.37,69.13,100.01
188.38,80.72,100.05
189.39,69.19,100.09
190.4,67.92,100.05
191.43,76.87,100.05
192.44,61.85,99.79
193.45,77.34,100.09
194.46,69.57,100.62
195.47,55.74,100.62
196.48,64.12,100.59
197.49,38.02,100.7
198.49,64.26,100.7
199.5,40.66,100.89
200.51,46,100.85
201.52,27.95,100.89
202.53,23.26,100.78
203.54,38.82,99.79
204.55,66.56,99.63
205.56,42.12,99.75
206.57,37.21,99.98
207.58,60.55,101.08
208.59,54.85,101.84
209.6,65.14,102.57
210.61,48.59,102.95
211.62,38.31,103.18
212.63,56.74,103.29
213.64,64.07,103.37
214.64,69.01,103.45
215.65,49.25,103.52
216.66,27.54,103.86
217.67,50.73,103.98
218.68,24.29,104.36
219.69,22.72,104.74
220.7,27.41,105.12
221.71,27.65,105.47
222.72,21.31,105.12
223.73,18.26,104.67
224.74,18.36,105.01
225.75,16.38,105.16
226.76,20.8,106.04
227.77,22.57,105.12
228.78,18.98,105.24
229.78,18.86,105.69
230.79,24.65,105.39
231.8,21.05,105.54
232.81,22.72,105.47
233.82,23.19,105.43
234.83,29.24,105.47
235.84,18.96,105.35
236.85,21.69,105.28
237.86,22.86,108.44
238.87,21.16,109.47
239.88,18.44,109.77
240.89,16.93,110
241.9,15.27,110.5
242.91,16.52,111.15
243.92,21.31,111.18
244.93,30.54,111.34
245.93,19.4,111.11
246.94,16.26,110.42
247.95,37.46,110.19
248.96,37.13,110.27
249.99,34.16,110.23
251,55.74,110.31
252.01,55.57,110.16
253.02,53.91,110
254.03,46.03,109.96
255.04,38.75,109.96
256.05,27.61,110.04
257.06,29.98,109.93
258.07,27.38,110
259.08,29.25,110.08
260.09,19.94,110.04
261.1,27.38,110.35
262.11,38.78,110.5
263.11,35.23,110.73
264.12,39.22,110.96
265.13,33.5,111.07
266.14,29.46,111.26
267.15,30.81,111.45
268.18,54.97,111.38
269.19,38.31,111.64
270.2,47.95,111.79
271.21,59.43,111.87
272.22,58.57,111.87
273.23,61.62,111.91
274.24,45.51,112.1
275.25,61.61,112.21
276.26,61.6,112.25
277.27,33.17,112.18
278.28,17.69,112.56
279.29,17.2,112.86
280.29,18.7,113.01
281.3,22.02,113.24
282.31,19.97,113.59
283.32,17.29,113.85
284.33,15.31,114.12
285.34,15.2,114.46
286.35,20.18,114.58
287.36,47.23,114.84
288.37,49.28,114.96
289.38,37.1,114.88
290.39,44.86,115.19
291.4,40.13,115.26
292.41,25.04,115.26
293.42,17,115.38
294.43,19.83,115.61
295.44,26.57,116.03
296.44,36.77,115.07
297.45,34.15,115.61
298.46,65.18,115.65
299.47,29.51,115.72
300.48,23.15,115.95
301.49,20.67,115.87
302.5,22.43,116.14
303.51,24.82,116.18
304.52,27.18,116.26
305.53,26.14,116.29
306.54,20.08,116.37
307.55,23.47,116.64
308.56,23.29,116.9
309.57,37.14,117.06
310.58,49.24,117.17
311.59,31.12,117.25
312.59,28.52,117.44
313.6,30.83,117.63
314.61,38.34,117.7
315.62,33.82,117.86
316.63,26.96,117.97
317.64,23.96,118.16
318.65,27.17,118.31
319.66,35.25,118.47
320.67,37.52,118.58
321.68,25.74,118.77
322.69,31.94,118.35
323.7,39.67,118.47
324.71,42.05,117.51
325.72,32.24,119.19
329,31.17,119.34
330.01,37.89,118.66
331.02,43.48,118.92
332.05,56.81,119.04
333.06,54.78,119.08
334.07,53.93,119
335.08,57.48,119.23
336.09,60.56,119.27
337.1,43.66,119.31
338.1,45.4,119.46
339.11,49.99,119.53
340.12,59.58,119.61
341.13,30.5,119.69
342.14,33.21,119.8
343.15,31.94,119.99
344.16,28.72,119.99
345.17,29,120.26
346.18,30.27,120.03
347.19,32.55,120.33
348.2,31.66,120.26
349.21,23.43,120.3
350.22,26.02,120.37
351.23,35.56,120.53
352.24,48.57,120.56
353.25,51.51,120.64
354.25,35.57,120.87
355.26,40.11,120.98
356.27,49.49,121.02
357.28,54.78,121.1
358.29,56,121.14
360,57.94,121.02
361.01,57.58,120.68
362.02,39.24,120.94
363.03,36.73,121.14
364.04,31.08,121.36
365.05,25.54,121.59
366.06,30.29,121.63
367.07,37.96,121.75
368.08,42.1,121.86
369.08,32.29,122.09
370.09,20.79,122.28
371.1,19.07,122.39
372.11,20.42,122.55
373.12,18.36,122.85
374.13,20.29,123.08
375.14,23.63,123.27
376.15,18.35,123.5
377.16,19.19,123.69
378.17,17.82,123.99
379.18,16.03,124.22
380.19,19.6,124.38
381.2,17.78,124.64
382.21,41.62,124.68
383.22,36.33,124.87
384.22,20.08,125.02
385.23,18.87,125.21
386.24,17.8,125.29
387.25,20.67,125.18
390,18.76,125.14
391.01,19.86,123.27
392.02,17.64,123.46
393.03,14.81,123.77
394.04,14.55,123.99
395.05,21.59,124.19
396.06,24.72,124.41
397.07,33.68,124.57
398.08,56.69,124.6
399.08,37.62,124.72
400.09,15.87,124.91
401.1,26.79,125.02
402.11,37.14,125.1
403.12,18.08,125.44
404.13,12.64,125.67
405.14,16.8,125.9
406.15,12.39,126.17
407.16,13.48,126.4
408.17,13.8,126.66
409.18,13.42,126.82
410.19,10.93,127.12
411.2,7.9,127.46
412.21,9.2,127.85
413.22,12.94,128.11
414.22,13.05,128.34
415.23,13.27,128.57
416.24,12.87,128.76
417.25,11.75,129.03
418.26,10.09,129.29
419.27,14.23,129.52
420.28,16.15,129.68
423,15.34,129.83
424.01,29.02,128.49
425.02,14.39,129.26
426.03,19.71,129.68
427.04,30.5,129.83
428.05,21.42,130.06
429.06,22.24,129.94
430.07,26.76,130.09
431.08,48.59,130.29
432.08,53.12,130.44
433.09,47.93,130.44
434.1,51.52,130.44
435.11,46.6,130.78
436.12,45.35,130.93
437.13,47.88,131.01
438.14,47.26,130.86
439.15,39.71,130.82
440.16,48.59,131.16
441.17,43.09,131.39
442.18,22.11,131.31
443.19,26.13,131.66
444.2,41.54,131.54
445.21,46.54,131.77
446.22,47.21,131.85
447.22,37.05,131.89
448.23,25.74,132.19
449.24,45.94,132.12
450.25,44.25,132.19
451.26,25.37,132.34
452.27,26.1,132.34
453.28,40.16,132.19
454.29,108.37,130.63
455.3,55.98,131.39
456.31,53.02,131.73
457.32,73.64,132.04
458.33,81.4,132.12
459.42,180.54,132.19
460.43,181.69,132.23
461.54,348.22,132.23
462.59,401.41,132.23
463.62,353.64,132.27
464.67,124.77,132.46
465.68,175.91,132.61
466.77,289.47,132.61
467.82,440.01,132.65
468.9,458.74,132.69
469.99,377.12,132.65
471,231.64,132.53
472.01,116.05,132.46
473.02,98.79,132.38
474.02,86.68,132.42
475.03,38.84,132.5
476.04,30.85,132.92
477.05,25.48,132.88
478.1,48.65,132.95
479.13,194.83,132.92
480.27,183.7,132.92
481.28,246.35,132.92
482.29,125.1,130.74
483.31,153,130.86
484.39,261.17,130.7
485.42,390.3,130.7
486.51,311.32,130.82
487.52,164.47,130.9
488.59,146.47,130.93
489.62,195.79,130.97
490.65,185.54,131.24
491.66,41.57,132.04
492.71,66.76,132.46
493.72,62.74,132.73
494.73,80.98,132.92
495.76,85.79,132.99
496.77,37.67,133.18
497.78,37.11,133.11
498.79,35.42,133.26
499.79,32.46,133.45
500.8,28.3,133.79
501.81,33.43,133.83
502.82,32.78,133.95
503.83,47.65,133.98
504.84,26.12,134.02
505.85,46.39,134.06
506.88,63.5,134.1
507.91,72.3,134.25
508.92,69.5,134.29
509.93,57.88,134.33
510.96,154.19,134.4
511.97,37.16,134.36
514,37.16,134.33
515.01,93.29,131.96
516.02,62.81,132.12
517.05,76.55,132.34
518.06,122.93,132.57
519.07,65.27,133.37
520.08,75.04,133.87
521.11,54.99,134.14
522.12,32.24,134.48
523.13,31.97,134.59
524.14,67.55,134.71
525.15,37.94,134.59
526.16,44.16,134.48
527.17,50.72,134.59
528.19,33.21,134.63
529.2,43.73,134.59
530.21,71.97,134.48
531.22,32.61,134.25
532.23,34.22,134.36
533.28,58.88,134.4
534.29,104.48,134.48
535.3,47.98,134.67
536.31,81.41,134.63
537.32,80.24,134.67
538.37,123.61,134.63
539.4,67.69,134.71
540.41,50.8,134.59
541.42,127.63,134.67
542.43,93.31,134.78
543.44,168.49,134.75
544.45,103.55,123.8
545.48,84.08,125.98
546.49,31.43,126.82
547.5,34.9,128.87
548.51,51.6,130.09
549.52,65.13,130.51
550.58,123.94,130.78
551.59,82.24,131.12
552.6,85.44,131.16
553.63,62.93,131.2
554.66,103.42,131.28
555.67,44.28,131.24
556.68,65.16,131.12
557.69,27.17,130.86
558.7,35.23,131.16
559.71,21.22,131.47
560.72,37.55,131.62
561.73,22.28,131.73
562.74,25.4,131.85
563.75,95.16,131.85
564.76,50.89,132.19
565.77,35.57,132.53
566.78,41.13,132.69
