63.03	9.45	88.37	92.17
64.03	9.45	88.34	92.44
65.06	16.66	88.37	92.51
66.09	29.69	88.41	92.59
67.12	109.04	88.68	92.21
68.15	7.78	89.21	92.21
69.17	52.11	89.14	92.24
70.23	87.92	88.98	92.28
71.26	49.19	88.98	92.40
72.28	99.60	89.14	92.36
73.30	49.09	88.26	92.36
74.32	72.12	88.30	92.40
75.34	66.80	88.22	92.44
76.36	59.20	87.80	92.55
77.38	66.67	87.76	92.59
78.40	77.94	87.80	92.63
79.42	65.35	87.69	92.59
80.43	70.30	87.76	92.63
81.45	64.07	88.26	92.66
82.46	50.67	88.22	92.78
83.47	56.07	88.18	92.78
84.48	40.90	88.18	92.78
85.49	74.23	88.14	92.78
86.50	47.60	88.11	92.86
87.51	56.70	88.18	93.01
88.52	82.42	88.26	93.05
89.52	86.25	87.84	93.01
90.53	72.38	88.26	93.01
91.53	73.78	88.30	93.12
92.54	33.12	88.26	93.16
93.54	116.38	88.14	93.12
94.54	120.14	88.26	93.16
95.54	120.02	88.30	93.08
96.10	100.00	88.45	91.98
97.12	110.04	88.45	91.56
99.03	123.06	88.41	92.78
100.02	114.75	88.41	92.78
106.74	27.63	90.74	88.74
107.75	23.63	90.78	89.00
108.77	36.59	90.70	88.93
109.78	17.00	90.74	89.04
110.80	14.61	90.70	89.19
111.81	27.03	90.74	89.31
112.82	11.28	90.66	88.16
113.83	24.95	90.62	89.92
114.84	17.49	90.59	90.11
115.85	15.40	90.66	90.64
116.86	28.37	90.59	90.76
117.87	26.85	90.55	90.99
118.88	30.98	90.62	91.14
119.88	30.43	90.55	91.06
120.89	36.92	90.51	90.91
121.89	29.62	90.51	90.91
122.89	23.73	90.51	91.63
123.89	24.71	90.47	92.24
124.89	23.71	90.43	92.44
125.93	27.91	90.51	92.44
126.96	23.80	90.47	92.70
127.99	31.70	90.39	92.82
129.02	20.94	90.43	93.08
130.04	21.40	90.39	93.20
131.07	15.87	90.36	93.24
132.10	29.80	90.36	93.39
133.12	19.63	90.32	93.35
134.14	32.91	90.24	93.50
135.17	38.78	90.28	93.73
136.19	10.10	90.17	94.04
137.21	19.98	90.24	94.19
138.23	25.33	90.13	94.30
139.25	33.97	90.17	94.42
140.26	26.75	90.13	94.46
141.28	33.90	90.09	94.65
142.28	123.38	88.45	102.01
143.31	119.27	88.49	102.12
144.33	108.59	88.49	102.05
145.36	119.04	88.49	102.24
146.38	99.64	88.45	102.35
147.41	102.30	88.45	102.28
148.43	96.82	88.49	102.58
149.45	96.72	88.45	102.54
150.47	101.99	88.45	102.35
151.49	101.89	88.49	102.73
152.54	151.15	88.45	102.81
153.55	183.03	88.45	102.85
159.57	57.14	88.49	103.04
166.00	100.00	88.45	103.23
167.06	93.51	87.23	103.12
