63.03,9.45,92.17
64.03,9.45,92.44
65.06,16.66,92.51
66.09,29.69,92.59
67.12,109.04,92.21
68.15,7.78,92.21
69.17,52.11,92.24
70.23,87.92,92.28
71.26,49.19,92.4
72.28,99.6,92.36
73.3,49.09,92.36
74.32,72.12,92.4
75.34,66.8,92.44
76.36,59.2,92.55
77.38,66.67,92.59
78.4,77.94,92.63
79.42,65.35,92.59
80.43,70.3,92.63
81.45,64.07,92.66
82.46,50.67,92.78
83.47,56.07,92.78
84.48,40.9,92.78
85.49,74.23,92.78
86.5,47.6,92.86
87.51,56.7,93.01
88.52,82.42,93.05
89.52,86.25,93.01
90.53,72.38,93.01
91.53,73.78,93.12
92.54,33.12,93.16
93.54,116.38,93.12
94.54,120.14,93.16
95.54,120.02,93.08
96.1,100,91.98
97.12,110.04,91.56
99.03,123.06,92.78
100.02,114.75,92.78
106.74,27.63,88.74
107.75,23.63,89
108.77,36.59,88.93
109.78,17,89.04
110.8,14.61,89.19
111.81,27.03,89.31
112.82,11.28,88.16
113.83,24.95,89.92
114.84,17.49,90.11
115.85,15.4,90.64
116.86,28.37,90.76
117.87,26.85,90.99
118.88,30.98,91.14
119.88,30.43,91.06
120.89,36.92,90.91
121.89,29.62,90.91
122.89,23.73,91.63
123.89,24.71,92.24
124.89,23.71,92.44
125.93,27.91,92.44
126.96,23.8,92.7
127.99,31.7,92.82
129.02,20.94,93.08
130.04,21.4,93.2
131.07,15.87,93.24
132.1,29.8,93.39
133.12,19.63,93.35
134.14,32.91,93.5
135.17,38.78,93.73
136.19,10.1,94.04
137.21,19.98,94.19
138.23,25.33,94.3
139.25,33.97,94.42
140.26,26.75,94.46
141.28,33.9,94.65
142.28,123.38,102.01
143.31,119.27,102.12
144.33,108.59,102.05
145.36,119.04,102.24
146.38,99.64,102.35
147.41,102.3,102.28
148.43,96.82,102.58
149.45,96.72,102.54
150.47,101.99,102.35
151.49,101.89,102.73
152.54,151.15,102.81
153.55,183.03,102.85
159.57,57.14,103.04
166,100,103.23
167.06,93.51,103.12
168.08,111.64,103.08
169.14,131.04,103
170.17,138.27,102.43
171.19,119.29,102.47
172.21,136.21,102.43
173.24,147.31,102.54
174.26,59.22,103.42
175.28,18.56,103.65
176.29,25.19,103.73
177.3,20.45,103.76
178.31,77.39,103.84
179.32,26.33,104.03
180.33,20.86,104.34
181.33,45.34,104.37
182.34,38.55,104.41
183.34,36.54,104.26
184.35,29.64,104.18
185.35,32.15,103.99
186.35,37.21,103.08
187.35,27.53,103.65
188.39,25.02,104.18
189.42,29.25,104.49
190.45,26.2,104.91
191.48,43.81,104.6
192.5,48,105.18
193.53,36.61,105.48
194.56,44.01,105.71
195.58,56.82,105.48
196.61,40.54,105.94
197.63,44.95,106.24
198.65,43.83,106.17
199.67,39.98,106.36
200.69,50.34,106.4
201.71,61.18,105.79
202.73,35.95,106.47
203.74,54.68,106.66
204.76,76.25,106.82
205.77,48.11,106.59
207.79,48.06,106.51
209.8,63.88,106.09
211.81,34.07,105.98
213.82,31.91,102.96
215.83,62.72,106.01
217.84,72.68,106.7
220.91,92.99,106.62
223,80,107.39
225,70,107.39
226.02,74.07,108.11
227.03,81,108.46
228.04,19.15,107.46
231,89.15,107.58
233,70,109.22
235,50.66,109.18
237.03,80,109.41
239.06,82.48,109.41
241.09,97.57,109.71
243.12,26.65,107.62
245.14,15.09,106.93
247.17,23.2,107.04
248.19,85.55,108.72
249.21,83.51,108.95
250.23,83.43,108.57
251.24,81.44,107.81
252.26,45.74,108
253.27,67.64,108.19
254.28,52.88,108.61
255.29,57.86,108.53
256.3,58.38,108.68
256.3,58.38,108.68
257.31,37.79,107.88
258.33,59.07,109.56
259.35,71.74,110.1
260.36,73.11,110.44
261.38,58.9,110.52
262.39,51.32,110.82
263.4,47.34,111.05
264.41,33.72,111.32
265.42,40.42,111.39
266.43,51.19,111.55
267.44,60.52,111.62
268.45,58.51,111.43
269.45,54.91,111.51
270.46,46.42,111.43
271.46,45.79,111.16
272.47,37.65,111.32
273.47,45.13,111.28
274.47,53.04,111.13
275.47,65.52,111.09
276.51,66.67,110.71
277.54,50.86,110.29
278.57,42.62,110.52
279.6,50.07,110.71
280.62,48.7,110.94
281.65,38.52,111.24
282.68,31.56,110.67
283.7,36.15,110.86
284.72,34.71,111.05
285.75,45.42,111.05
286.77,35.72,111.09
287.79,37.89,111.05
288.81,22.85,114.71
