69.00	27.19	83.18	86.28
70.00	17.16	83.18	86.28
71.03	13.27	83.68	86.49
72.05	25.97	84.37	86.34
73.08	29.20	84.44	87.19
74.10	23.94	84.94	88.11
75.01	19.22	84.18	86.28
76.03	10.27	84.68	88.49
77.05	23.97	84.37	88.34
78.08	39.20	85.44	88.19
79.10	13.94	84.94	88.11
80.12	7.98	84.75	88.72
81.08	9.25	85.44	88.19
82.10	14.22	84.94	88.11
83.00	12.00	83.07	90.25
84.03	8.95	84.75	95.21
85.03	5.95	84.75	95.21
86.03	7.95	85.55	95.55
87.05	11.97	84.45	96.08
88.07	19.56	85.40	96.12
89.11	12.71	85.59	96.31
90.11	10.00	89.75	106.73
91.12	11.20	90.13	106.31
92.03	15.00	90.24	106.27
93.03	14.80	91.50	106.77
94.53	26.00	89.82	107.26
95.03	25.00	90.24	106.27
96.03	24.80	91.50	106.77
97.53	36.00	89.82	107.26
98.53	35.00	91.00	107.26
99.90	36.30	90.74	107.23
100.91	39.00	90.74	108.22
101.93	32.10	90.32	108.29
102.94	32.40	90.51	108.14
103.96	37.40	91.39	108.14
104.97	34.10	91.54	108.26
105.03	33.20	90.85	108.37
106.05	35.50	90.70	108.41
107.05	37.50	90.70	108.41
108.08	30.00	90.39	108.48
109.20	34.50	91.84	108.64
110.20	30.10	91.23	108.71
111.23	36.20	91.50	108.94
112.26	36.90	92.30	109.17
113.28	38.60	90.05	109.21
114.29	28.30	90.13	109.06
115.34	39.30	90.36	109.32
116.29	33.40	90.13	109.06
117.34	31.50	90.36	109.32
118.00	30.10	91.80	109.55
119.00	21.44	107.07	109.66
120.03	90.04	106.35	109.13
121.04	56.01	106.54	108.17
122.04	2.58	102.08	102.49
123.06	108.42	101.58	102.03
124.11	151.12	101.92	101.84
125.13	102.10	100.70	101.31
126.15	65.53	102.15	101.99
127.17	39.40	102.38	102.45
128.40	38.47	101.05	102.11
129.40	27.48	102.91	102.61
130.40	27.91	102.04	102.95
131.41	17.42	101.81	103.02
132.43	11.49	102.91	104.07
133.43	38.52	101.81	104.03
134.60	28.77	102.30	103.99
135.61	7.29	103.26	104.72
136.62	15.43	102.00	104.83
137.63	24.47	102.04	104.83
138.63	26.79	102.80	104.95
139.63	16.34	102.15	105.02
140.63	17.42	103.30	105.33
141.63	36.01	102.04	105.33
142.66	29.28	102.53	105.33
143.68	24.07	102.38	105.37
144.71	26.28	102.95	105.60
145.73	21.11	103.26	105.71
146.74	22.10	104.29	105.79
147.76	29.29	103.91	105.79
148.78	22.70	103.37	105.86
149.79	29.19	103.91	106.05
150.80	25.09	103.45	106.09
152.00	24.43	103.22	106.28
153.03	27.08	105.24	107.35
154.06	263.47	105.39	107.58
155.13	323.09	105.66	107.62
156.15	280.88	105.20	107.69
157.17	33.68	103.91	106.55
158.19	39.02	103.45	107.65
159.21	17.44	105.36	108.11
160.23	16.93	107.03	108.68
161.24	9.29	108.41	108.38
162.25	6.12	106.96	108.84
163.26	6.06	108.71	109.03
164.27	26.92	108.79	109.22
165.28	37.82	109.06	109.33
166.29	11.89	108.90	109.30
167.30	25.86	109.09	109.52
168.30	29.57	109.32	109.49
169.30	22.42	108.79	109.49
170.30	30.26	109.40	109.52
171.30	26.86	109.25	109.26
172.33	22.08	109.40	109.37
173.35	18.24	109.97	109.68
174.37	24.36	109.48	109.75
175.39	16.04	110.09	109.79
176.41	8.69	110.89	109.91
177.43	13.97	109.25	109.94
178.45	24.21	109.44	109.98
179.46	39.68	110.01	109.94
180.47	49.26	110.01	109.91
181.48	42.82	110.12	109.83
182.50	21.90	109.36	109.30
183.52	37.42	111.12	109.94
184.54	32.40	111.08	110.13
185.56	21.26	110.70	109.33
186.57	26.08	111.57	109.91
187.58	27.83	111.61	110.13
188.59	25.28	109.32	110.17
189.60	21.64	109.36	110.25
190.61	8.66	109.55	110.32
191.62	17.95	109.06	110.44
192.63	21.29	109.25	110.25
193.63	17.30	111.34	110.55
194.63	14.56	109.78	110.52
195.63	16.53	109.78	110.59
196.66	24.30	109.32	110.59
197.68	26.91	109.59	110.48
198.71	17.70	109.97	110.52
199.73	14.70	110.73	110.67
200.75	19.53	110.16	110.74
201.77	23.96	110.39	110.59
202.78	16.87	110.39	110.63
203.80	17.49	110.70	110.74
204.81	23.10	111.08	110.94
205.83	29.16	110.66	110.90
206.84	30.83	111.00	110.86
212.90	19.24	107.76	111.05
213.91	8.25	111.19	109.71
214.92	18.11	109.06	110.44
215.94	21.11	109.78	110.55
216.95	26.80	110.28	110.67
217.96	28.66	109.17	110.67
218.98	22.75	110.05	110.55
219.99	18.45	110.01	110.63
220.99	17.20	108.79	110.63
222.00	19.49	109.78	110.86
223.01	19.15	109.74	110.86
224.01	17.54	109.17	110.86
225.01	25.91	109.17	110.94
226.01	21.45	110.54	111.05
227.04	17.67	109.36	111.01
228.06	15.18	109.09	111.16
229.09	15.67	110.16	111.13
230.11	13.23	109.89	111.24
231.13	10.89	110.35	111.35
232.15	12.30	110.39	111.39
233.16	13.66	110.24	111.51
234.18	13.84	109.70	111.28
235.19	12.85	109.28	111.62
236.20	11.00	110.05	111.74
238.20	12.00	110.05	111.74
240.20	13.00	110.05	111.74
242.20	11.00	110.05	111.74
243.10	10.00	108.45	111.97
244.12	13.22	109.89	110.90
245.13	27.72	110.16	111.01
246.15	30.97	108.98	111.01
247.19	33.72	109.70	111.05
248.20	32.46	112.03	110.97
249.21	41.67	109.17	110.94
250.22	41.02	110.16	110.67
251.22	46.29	110.09	110.48
252.22	45.07	109.78	110.29
253.22	48.63	109.25	110.10
254.25	41.96	110.62	110.02
255.27	35.80	110.05	109.94
256.30	33.18	109.78	110.17
257.32	23.13	110.62	110.36
258.34	19.22	110.73	110.74
259.36	21.07	110.39	111.62
260.37	20.89	110.39	111.85
261.39	20.09	110.66	111.89
262.40	25.85	110.62	111.89
263.42	37.21	109.78	112.00
264.43	40.91	109.86	112.08
265.44	28.85	110.09	112.04
266.44	22.69	110.01	112.12
273.10	10.00	106.77	111.24
274.11	11.31	111.12	112.58
275.12	14.90	111.23	113.03
276.13	12.01	111.84	113.26
277.14	11.58	112.37	113.57
278.14	13.88	111.99	113.76
279.15	11.38	112.15	114.14
280.15	11.26	112.18	114.33
281.16	12.28	113.02	114.41
282.16	8.40	113.48	115.17
283.16	7.33	115.01	115.70
284.19	9.27	113.98	116.35
285.20	11.56	113.37	117.04
286.23	17.53	112.91	116.43
287.25	15.57	109.55	116.43
288.27	14.74	112.07	117.04
289.29	14.66	111.38	116.89
290.30	18.58	110.16	117.15
291.32	16.85	110.01	117.69
292.33	17.12	109.44	117.99
293.35	16.72	110.12	117.88
294.36	18.84	110.62	117.72
295.37	21.27	109.55	117.38
296.38	22.71	111.42	117.42
303.20	19.62	106.73	117.23
304.21	4.82	107.11	116.77
305.23	15.35	106.81	116.58
306.24	16.81	106.81	116.39
307.26	15.64	106.54	116.35
308.27	9.75	107.42	116.43
309.29	11.93	106.84	116.77
310.30	13.45	106.39	116.69
311.31	15.55	106.77	116.69
312.32	16.08	106.27	116.54
313.33	21.76	106.08	116.47
314.34	20.36	105.74	116.28
315.35	31.80	106.08	116.24
316.36	28.75	106.31	116.20
317.36	27.20	106.04	116.12
318.36	16.06	105.58	116.05
319.37	13.72	105.85	115.97
320.37	11.93	105.70	115.89
321.37	9.11	105.66	115.82
322.40	14.02	105.20	115.78
323.42	10.30	105.70	115.70
324.45	14.71	105.47	115.63
325.48	12.76	105.20	115.59
326.50	14.12	105.17	115.59
327.51	22.83	105.17	115.55
328.53	17.35	108.71	115.59
329.55	21.16	112.56	115.63
330.55	16.33	112.07	115.67
331.58	24.13	111.42	115.67
332.77	19.21	111.00	115.63
334.00	13.59	111.04	115.74
335.02	13.91	110.35	115.55
336.03	16.11	111.19	115.36
337.07	5.02	108.29	115.51
338.09	16.39	109.44	115.63
339.11	7.76	109.06	115.63
340.13	6.86	107.11	115.63
341.15	9.43	108.18	115.63
342.16	6.68	107.22	115.59
342.16	6.68	107.22	115.59
343.18	5.77	107.76	115.59
344.19	8.16	106.27	115.63
345.20	9.87	108.25	115.55
346.22	11.97	105.66	115.59
347.23	18.18	105.36	115.55
348.23	14.53	106.77	115.51
349.24	12.95	106.50	115.44
350.25	9.13	105.36	115.47
351.25	8.78	105.58	115.44
352.26	9.72	105.81	115.36
353.26	8.83	106.04	115.32
354.26	7.76	104.78	115.21
355.26	8.70	104.06	115.21
356.29	9.14	104.55	115.32
357.32	12.54	104.59	115.40
358.35	12.44	104.86	115.25
359.37	9.71	104.06	114.75
360.39	10.15	105.81	114.64
361.42	14.73	103.56	114.52
362.44	13.32	103.83	114.60
363.46	10.40	103.41	114.86
364.48	8.59	103.18	115.21
365.50	7.78	103.07	115.36
366.51	7.78	102.15	115.82
367.58	10.56	102.88	115.93
368.70	5.33	102.95	117.57
369.72	18.92	102.95	117.42
370.73	14.18	102.57	117.00
371.75	8.60	102.30	116.89
372.75	14.29	102.69	116.81
373.76	16.76	102.84	118.91
374.77	10.74	101.08	118.95
375.79	10.99	102.57	118.95
376.80	8.82	102.23	118.60
377.81	12.43	103.52	118.30
378.82	12.00	102.42	117.88
379.83	8.28	102.80	118.03
380.84	11.86	103.18	118.37
381.85	12.85	102.42	118.37
382.85	13.16	103.98	118.45
383.86	12.51	103.03	118.34
384.86	13.32	102.61	118.45
385.86	11.06	101.27	118.41
386.86	14.47	102.69	119.67
387.89	12.69	100.89	119.59
387.89	12.69	100.89	119.59
388.92	11.63	102.72	120.01
389.95	15.34	101.77	120.74
390.97	16.77	102.57	121.23
392.00	9.83	101.96	121.46
393.02	6.81	102.11	121.81
394.04	7.18	102.08	121.54
395.06	7.33	101.73	121.27
396.08	7.08	102.30	121.73
397.10	7.11	102.49	121.46
398.12	7.01	101.92	121.01
399.15	8.71	101.54	121.04
400.22	4.52	101.08	122.15
401.27	11.50	101.50	121.96
402.29	11.03	101.12	121.62
402.29	11.03	101.12	121.62
403.31	9.22	100.55	119.21
404.33	11.16	101.50	120.17
405.35	21.65	100.82	120.74
406.36	29.01	100.59	120.85
407.38	28.09	99.90	121.16
408.39	19.40	103.07	121.31
409.40	15.50	101.05	121.23
410.41	15.16	99.63	121.96
411.42	11.95	103.72	122.26
411.42	11.95	103.72	122.26
412.43	10.89	103.37	122.57
413.44	10.95	103.52	121.81
414.44	9.08	99.25	122.87
415.45	10.96	99.90	123.75
416.45	12.67	99.56	123.98
417.45	11.76	99.60	124.36
418.46	12.25	99.48	123.41
419.46	13.54	99.14	122.76
420.48	10.01	99.33	122.07
421.51	8.46	97.08	121.35
422.54	10.09	110.92	121.04
423.56	12.42	113.14	121.08
424.59	11.17	112.72	121.42
425.61	11.28	113.40	121.88
426.63	10.00	114.17	122.07
427.65	9.68	114.13	122.65
428.67	10.42	114.21	122.72
429.69	8.93	114.32	123.33
430.70	8.49	115.62	123.41
431.72	3.94	108.45	121.08
432.73	8.33	109.48	122.68
433.74	9.23	107.99	123.29
434.75	8.20	107.49	123.75
435.75	7.55	107.42	124.36
436.76	7.57	107.61	124.71
437.77	7.66	107.68	125.43
438.77	7.62	107.30	125.81
439.77	8.58	107.15	126.27
440.77	10.27	106.96	126.54
441.79	9.03	106.88	126.96
442.82	7.13	106.73	127.34
443.84	7.52	106.54	127.76
444.86	7.87	106.35	128.06
445.87	8.05	106.00	128.56
446.89	6.76	106.73	129.05
447.90	8.63	106.65	129.24
448.92	10.47	106.88	129.43
449.93	9.24	106.88	129.85
450.94	10.34	105.62	130.01
451.95	10.69	105.28	130.46
452.95	10.38	105.39	130.81
453.96	10.19	106.61	130.73
454.96	9.14	105.28	131.15
455.96	8.08	106.58	131.30
462.90	10.69	105.97	131.49
463.91	3.91	105.55	131.08
464.92	15.89	104.94	130.69
465.93	9.83	105.39	131.84
466.94	12.92	105.24	132.07
467.95	9.12	104.71	132.30
468.96	11.52	105.17	132.52
469.96	29.14	105.70	132.45
470.96	38.37	105.62	132.56
471.96	21.70	104.97	132.83
472.99	28.80	105.13	132.72
474.01	32.04	105.55	132.94
475.03	27.05	104.94	132.79
476.05	13.16	104.59	133.33
477.07	13.14	105.24	133.59
478.09	15.18	104.59	133.82
479.10	9.46	104.29	133.82
480.12	11.03	104.52	134.16
481.13	10.58	104.29	134.36
482.14	12.00	104.06	134.74
483.15	9.51	103.91	135.12
484.16	12.55	103.87	135.23
485.16	10.57	103.83	135.39
486.17	10.72	103.98	134.36
487.17	9.02	103.83	135.88
488.17	8.52	103.56	136.00
494.60	8.68	103.91	136.00
496.60	9.68	103.91	136.00
498.00	10.00	103.87	135.61
500.04	9.80	104.10	136.07
501.06	12.89	103.91	136.03
502.07	13.78	103.49	136.15
503.09	11.48	103.49	136.64
504.10	18.32	103.79	136.72
505.11	29.60	104.06	136.87
506.12	32.17	103.94	136.95
507.13	24.36	103.79	136.95
508.14	16.69	103.30	137.06
509.14	10.87	103.30	136.57
510.15	8.57	102.76	136.42
511.15	8.93	102.72	135.35
512.15	18.02	103.56	134.66
513.18	16.13	102.91	134.28
514.20	10.05	102.49	133.90
515.22	9.45	102.08	133.90
516.24	8.63	102.04	134.55
517.26	9.13	101.85	134.70
518.28	10.90	102.88	135.23
519.30	10.51	102.19	135.00
520.32	8.68	101.69	136.19
526.36	7.33	102.91	136.26
527.38	4.32	102.23	136.80
528.40	12.13	102.15	135.19
529.42	11.83	102.15	136.42
529.42	11.83	102.15	136.42
530.44	11.00	102.11	136.83
531.46	12.29	102.11	136.76
532.48	16.19	101.96	136.95
533.49	12.60	101.92	136.99
534.51	15.34	102.30	137.22
535.52	16.89	102.00	136.76
536.53	17.36	101.77	137.71
537.54	17.65	101.77	137.67
538.55	18.64	102.00	137.64
539.56	18.33	102.00	137.98
540.57	17.70	101.92	137.60
541.58	19.36	101.69	137.90
542.58	13.91	102.00	137.67
543.59	17.29	101.69	138.55
544.59	10.67	101.39	137.98
545.60	12.36	101.50	138.78
546.60	8.99	100.63	138.97
547.60	10.50	101.50	139.05
548.63	11.51	101.35	139.24
549.66	11.45	101.50	139.54
550.68	12.70	101.47	139.66
551.71	7.57	100.82	140.04
552.73	6.26	100.66	140.23
553.76	6.08	101.01	140.46
554.78	7.07	101.50	140.69
554.78	7.07	101.50	140.69
555.80	11.27	101.20	140.88
558.00	6.00	100.82	141.11
559.03	6.00	101.08	138.06
560.03	6.75	101.27	139.12
561.03	8.73	101.05	139.77
562.03	8.95	100.85	139.77
563.06	9.50	101.01	139.77
564.10	12.61	100.78	139.96
565.13	12.60	101.77	140.34
566.16	10.43	130.91	140.53
567.19	10.78	131.37	140.61
568.22	11.51	131.67	140.50
569.24	13.46	131.87	140.80
569.24	13.46	131.87	140.80
570.27	11.78	132.09	140.84
571.30	13.83	131.79	141.18
572.32	10.48	132.21	141.37
573.34	12.24	131.87	141.49
574.37	10.21	131.45	141.64
575.39	9.76	132.59	141.76
576.41	9.22	131.64	142.02
577.43	10.09	129.84	136.72
578.45	11.58	128.85	136.19
579.66	10.00	128.70	138.40
580.68	19.78	127.29	138.63
581.69	12.74	128.81	138.67
582.71	13.00	129.31	139.09
583.72	14.18	129.54	139.28
584.73	12.32	129.54	139.66
585.75	10.23	129.81	139.66
586.76	10.51	129.81	139.92
587.77	8.88	130.11	140.27
588.78	8.34	130.72	140.95
589.78	8.64	130.84	141.49
590.80	5.31	130.84	141.91
591.81	8.31	131.45	139.85
592.81	7.72	131.41	140.92
593.81	8.01	131.37	141.03
594.81	8.42	131.67	141.15
595.85	9.23	131.79	141.37
596.88	9.27	132.13	141.41
597.91	10.04	132.55	141.56
598.94	10.79	132.63	142.06
599.97	10.53	132.40	142.33
600.13	10.53	132.67	142.37
600.67	10.53	132.86	142.44
601.00	10.53	132.55	142.48
601.36	10.53	132.55	142.63
601.73	10.53	132.36	142.63
602.06	10.53	132.67	142.75
602.39	10.53	132.48	142.82
602.72	10.53	132.90	142.98
603.08	10.53	132.78	143.05
603.45	10.53	132.78	143.17
604.04	31.34	87.20	95.72
605.05	14.52	87.28	95.33
606.06	16.57	87.62	94.99
607.06	10.72	87.66	95.07
608.07	13.41	87.92	95.18
609.07	16.73	88.11	95.37
610.08	22.31	88.27	95.37
611.08	19.94	88.31	95.68
612.08	16.56	88.65	96.02
613.08	12.82	88.95	96.10
614.11	15.59	89.18	96.21
615.15	16.35	89.11	96.33
616.17	22.35	89.49	96.44
617.20	24.06	89.68	96.52
618.23	30.86	90.02	96.63
619.26	26.05	90.17	96.82
620.28	18.85	90.33	97.05
621.31	19.72	90.37	97.13
622.02	20.00	91.01	98.81
623.03	22.24	90.98	98.50
624.03	22.95	91.24	98.12
625.04	21.07	91.74	97.89
626.04	24.62	91.70	98.16
627.05	21.79	91.51	98.39
628.05	15.57	92.31	98.54
629.05	16.04	90.29	98.81
630.05	18.68	90.10	98.88
631.05	24.35	89.91	98.92
632.08	26.32	89.79	98.54
633.11	19.84	89.64	98.61
634.14	20.58	89.72	98.42
635.17	28.28	89.72	98.08
636.20	29.54	89.56	97.70
637.23	21.88	89.53	97.43
638.25	22.11	89.83	97.01
639.27	19.84	89.14	96.59
640.30	18.89	89.07	96.78
641.32	18.31	89.18	96.97
642.34	25.19	89.26	97.20
642.34	25.19	89.26	97.20
643.36	22.66	89.14	97.51
644.38	18.69	91.43	97.81
645.40	16.74	91.74	97.97
646.41	16.57	91.85	98.27
647.43	17.85	92.01	98.27
648.44	20.89	91.09	98.50
649.46	15.21	92.39	98.81
650.47	14.14	92.04	98.92
651.48	13.50	92.73	99.11
652.49	18.87	92.92	99.30
653.52	14.56	93.99	100.03
654.53	15.98	94.10	100.48
655.54	15.10	94.22	100.71
656.54	13.61	94.29	100.90
657.55	12.10	94.68	100.98
658.55	14.00	94.79	101.17
659.55	14.98	94.90	101.40
660.55	16.17	95.06	101.44
661.55	14.58	95.32	101.67
662.58	12.81	95.51	101.90
663.61	13.60	95.71	102.09
664.64	13.94	95.82	102.28
665.67	12.35	95.93	102.35
666.70	13.60	96.09	102.43
667.72	16.44	96.24	102.51
668.75	17.17	96.43	102.70
669.77	17.75	96.47	102.93
670.80	18.33	96.66	103.12
671.82	20.13	96.74	103.19
672.84	22.42	97.00	103.38
673.86	19.23	97.08	103.54
674.88	20.50	97.04	103.76
675.90	21.20	97.46	103.92
676.91	18.88	97.57	104.11
677.93	18.97	97.42	104.18
678.95	18.37	97.19	104.34
679.96	17.23	97.27	104.41
680.97	16.51	97.23	104.79
681.98	15.32	97.31	105.02
684.60	12.91	97.23	105.14
685.60	12.75	100.59	106.66
686.61	18.05	100.74	107.01
687.62	15.10	100.89	107.01
688.62	15.95	100.97	107.27
689.63	20.43	101.08	107.43
690.63	21.89	101.20	107.50
691.63	25.97	101.27	107.58
692.64	22.97	101.24	107.77
693.64	18.02	101.27	108.00
694.67	20.30	101.27	108.15
695.70	19.34	101.27	108.27
696.73	20.71	101.12	108.34
697.76	19.91	101.05	108.68
698.79	21.87	100.97	108.72
699.81	25.33	100.93	108.80
700.84	25.47	100.85	108.95
701.87	22.93	100.93	109.03
702.89	21.18	100.93	109.10
703.91	25.41	100.93	109.33
704.93	23.72	100.82	109.41
705.96	27.44	100.82	109.52
706.98	26.79	100.85	109.60
707.99	29.83	100.82	109.87
709.01	18.88	100.78	109.87
710.03	16.95	100.66	110.06
711.04	23.44	100.63	110.06
712.06	24.85	100.63	110.25
713.07	24.66	100.47	110.17
715.09	19.60	100.51	110.17
717.10	19.79	100.51	110.40
717.16	14.49	88.53	104.41
718.17	33.58	88.50	104.49
719.17	16.98	88.46	103.76
720.18	18.66	88.46	104.41
721.19	31.18	88.53	104.83
722.19	26.77	88.46	105.29
723.19	16.95	88.50	105.18
724.19	12.19	88.50	105.67
725.19	14.36	88.42	105.79
726.23	14.40	88.42	105.82
727.26	14.06	88.38	106.21
728.29	13.43	88.50	106.32
729.32	14.41	88.42	106.70
730.34	20.43	88.38	106.89
731.37	21.13	88.38	106.97
732.40	14.20	88.34	107.24
733.42	11.72	88.31	107.73
734.45	14.01	88.23	107.62
735.47	14.05	88.23	107.96
736.49	14.76	88.11	108.23
737.51	16.34	88.15	108.38
738.53	14.56	88.11	108.72
739.55	14.79	88.08	108.95
740.57	15.66	88.04	109.22
741.58	14.94	88.00	109.41
742.60	12.87	87.96	109.71
743.61	12.43	87.92	109.91
744.63	13.45	87.85	109.98
745.64	14.81	87.89	109.37
747.98	25.29	87.77	110.17
748.99	7.33	87.28	110.48
750.01	9.53	87.20	109.56
751.02	10.61	87.16	110.52
752.04	10.50	87.12	110.67
753.05	11.63	86.86	109.91
754.06	13.89	86.86	110.44
755.07	15.75	86.82	110.94
756.08	19.22	86.82	111.16
757.09	12.97	86.82	111.01
758.09	12.54	86.78	110.90
759.10	10.78	86.82	111.09
760.10	11.49	86.78	111.16
761.11	12.34	86.74	111.20
762.11	12.63	86.70	111.43
763.12	15.48	86.63	111.66
764.12	17.48	86.67	111.81
765.12	18.67	86.63	111.89
766.15	15.93	86.59	112.16
767.18	14.12	86.55	112.19
768.21	13.92	86.55	112.23
769.24	13.00	86.55	112.46
770.27	12.35	86.55	112.58
771.27	13.54	86.51	112.73
772.30	11.52	86.51	112.92
773.32	8.41	86.59	113.30
774.34	14.95	86.59	113.19
775.36	15.92	86.55	113.22
776.38	15.96	86.55	113.57
777.40	14.00	86.59	113.80
778.42	19.08	86.59	114.02
779.44	24.25	86.55	114.10
780.45	20.00	86.51	114.56
781.46	20.84	86.51	114.75
782.47	19.08	86.51	115.21
783.48	18.47	86.51	115.40
784.49	20.20	86.55	115.51
785.50	26.33	86.51	115.63
786.51	22.69	86.47	115.82
787.52	17.01	86.44	116.05
788.52	17.75	86.44	116.24
789.53	18.95	86.51	116.16
790.53	36.53	86.44	116.39
791.53	25.44	86.47	116.50
792.54	32.82	86.44	116.54
793.54	35.70	86.44	117.11
794.54	22.48	86.47	117.15
795.57	29.24	86.51	117.00
796.60	23.95	86.51	116.89
797.63	21.18	86.55	117.19
